Name in Fastas,Genome,S3 Gene?,GeneID/Accession,Data Source,Genome Type,Sequencing,Assembler,MetaType,PhyloKingdom,PhyloPhylum,PhyloClass,PhyloOrder,PhyloFamily,PhyloGenus,IMGAccession,NCBIAccession,BioSample,BioProject,Sample Location,Country,Latitude,Longitude,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Specific Ecosystem,Habitat,Treatment,Genome Size,Scaffolds,Genes,GC%,16S rRNA sequences,CRISPRs,Citation/ContactName,ClosestIsolateRef,IsolateRefAlignLength,IsolateRefPercID,IsolateRefEvalue,IsolateRefBitscore,ClosestGenomeRef,GenomeRefAlignLength,GenomeRefPercID,GenomeRefEvalue,GenomeRefBitscore,Outgroup
3300008227==Ga0105358_103058821,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_103058821,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium kenyense AMO1,218,77.98,9E-127,354,Methylococcaceae bacterium UBA1114,215,96.28,4E-155,426,NA
3300008227==Ga0105358_100372912,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100372912,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,82.3,4E-130,363,Methylococcaceae bacterium UBA1114,220,95.91,1E-158,435,NA
3300008227==Ga0105358_100963842,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100963842,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,82.78,7E-131,365,Methylococcaceae bacterium UBA1114,220,96.82,6E-160,439,NA
3300008227==Ga0105358_100004929,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100004929,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,83.25,3E-131,365,Methylococcaceae bacterium UBA1114,220,98.18,4E-161,442,NA
3300008227==Ga0105358_100125697,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100125697,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,83.25,2E-131,365,Methylococcaceae bacterium UBA1114,220,95.91,3E-158,435,NA
3300008227==Ga0105358_1000192716,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_1000192716,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,83.73,4E-132,368,Methylococcaceae bacterium UBA1114,220,95.45,6E-158,434,NA
3300008227==Ga0105358_100303833,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100303833,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium kenyense AMO1,209,83.73,3E-133,370,Methylococcaceae bacterium UBA975,209,92.34,2E-144,399,NA
3300008227==Ga0105358_101753802,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_101753802,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium kenyense AMO1,209,83.73,3E-133,370,Methylococcaceae bacterium UBA975,211,91.47,3E-145,401,NA
3300008227==Ga0105358_100416522,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100416522,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium kenyense AMO1,209,84.21,1E-133,371,Methylococcaceae bacterium UBA975,211,91.94,1E-145,402,NA
3300008227==Ga0105358_100923693,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100923693,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomicrobium alcaliphilum 20Z,209,84.21,5E-133,370,Methylococcaceae bacterium UBA1114,220,95,9E-157,431,NA
3300008227==Ga0105358_103189421,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_103189421,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylosarcina fibrata AML-C10,165,87.27,2E-105,298,Methylococcaceae bacterium UBA975,166,94.58,2E-114,321,NA
3300008227==Ga0105358_100740001,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100740001,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomarinum vadi I-4,204,90.2,1E-136,378,Methylomarinum vadi I-4,204,90.2,2E-136,378,NA
3300008227==Ga0105358_100876781,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100876781,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,1E-152,420,Methylomarinum vadi I-4,224,90.62,2E-152,420,NA
3300008227==Ga0105358_100405026,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100405026,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomarinum vadi I-4,223,91.03,2E-151,416,Methylomarinum vadi I-4,223,91.03,4E-151,416,NA
3300008227==Ga0105358_102002292,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_102002292,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methylomarinum vadi I-4,223,91.03,1E-151,417,Methylomarinum vadi I-4,223,91.03,2E-151,417,NA
3300008227==Ga0105358_102191112,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_102191112,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methyloprofundus sedimenti WF1,193,92.75,5E-135,374,Methyloprofundus sedimenti WF1,193,92.75,1E-134,374,NA
3300008227==Ga0105358_100668671,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100668671,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,93.3,1E-160,440,Methyloprofundus sedimenti WF1,224,93.3,2E-160,440,NA
3300008227==Ga0105358_100299775,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM15C Gulf of Mexico,Yes,Ga0105358_100299775,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008227,Unknown,Unknown,PRJNA365099,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,845.44,1379518,1822033,NA,1304,1469,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,93.75,6E-162,443,Methyloprofundus sedimenti WF1,224,93.75,1E-161,443,NA
3300008226==Ga0105355_1000017610,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9C Gulf of Mexico,Yes,Ga0105355_1000017610,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008226,Unknown,Unknown,PRJNA365096,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,1058.82,1231469,1846540,NA,1545,282,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,4E-152,418,Methylomarinum vadi I-4,224,90.62,8E-152,418,NA
3300008226==Ga0105355_1000005310,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9C Gulf of Mexico,Yes,Ga0105355_1000005310,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008226,Unknown,Unknown,PRJNA365096,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,1058.82,1231469,1846540,NA,1545,282,Molly C. Redmond,Methylomarinum vadi I-4,224,91.07,3E-152,419,Methylomarinum vadi I-4,224,91.07,5E-152,419,NA
3300008222==Ga0105356_1000729410,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9D Gulf of Mexico,Yes,Ga0105356_1000729410,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008222,Unknown,Unknown,PRJNA365097,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,1230.88,1464751,2179785,NA,1900,314,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,4E-152,418,Methylomarinum vadi I-4,224,90.62,8E-152,418,NA
3300008222==Ga0105356_1000023510,Methane-oxidizing microbial communities from mesocosms in the Gulf of Mexico - GOM9D Gulf of Mexico,Yes,Ga0105356_1000023510,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008222,Unknown,Unknown,PRJNA365097,Gulf of Mexico,Gulf of Mexico,27.37,-90.57,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,1230.88,1464751,2179785,NA,1900,314,Molly C. Redmond,Methylomarinum vadi I-4,224,91.07,3E-152,419,Methylomarinum vadi I-4,224,91.07,5E-152,419,NA
3300008249==Ga0105353_100767010,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN10B Hudson Canyon,Yes,Ga0105353_100767010,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008249,NA,SAMN06266290,PRJNA365094,Hudson Canyon,USA,39.54,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,299.02,360909,552694,NA,1318,87,Molly C. Redmond,Methylomicrobium buryatense 5G,217,84.33,4E-137,380,OPU3_GD_OMZ,218,99.54,7E-161,441,NA
3300008249==Ga0105353_10007877,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN10B Hudson Canyon,Yes,Ga0105353_10007877,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008249,NA,SAMN06266290,PRJNA365094,Hudson Canyon,USA,39.54,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,299.02,360909,552694,NA,1318,87,Molly C. Redmond,Methylomicrobium buryatense 5G,223,85.2,2E-143,396,OPU3_GD_OMZ,224,97.32,2E-163,447,NA
3300008249==Ga0105353_10997191,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN10B Hudson Canyon,Yes,Ga0105353_10997191,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008249,NA,SAMN06266290,PRJNA365094,Hudson Canyon,USA,39.54,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,299.02,360909,552694,NA,1318,87,Molly C. Redmond,Methylomarinum vadi I-4,224,91.07,4E-152,419,Methylomarinum vadi I-4,224,91.07,8E-152,419,NA
3300008249==Ga0105353_100016045,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN10B Hudson Canyon,Yes,Ga0105353_100016045,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008249,NA,SAMN06266290,PRJNA365094,Hudson Canyon,USA,39.54,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,299.02,360909,552694,NA,1318,87,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,92.86,1E-159,437,Methyloprofundus sedimenti WF1,224,92.86,2E-159,437,NA
3300008253==Ga0105349_100024353,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_100024353,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,6E-152,418,Methylomarinum vadi I-4,224,90.62,1E-151,418,NA
3300008253==Ga0105349_100034344,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_100034344,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,90.62,4E-155,426,Methyloprofundus sedimenti WF1,224,90.62,8E-155,426,NA
3300008253==Ga0105349_100080372,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_100080372,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,2E-151,417,Methylomarinum vadi I-4,224,90.62,3E-151,417,NA
3300008253==Ga0105349_101627822,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_101627822,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methylomarinum vadi I-4,224,90.62,6E-152,418,Methylomarinum vadi I-4,224,90.62,1E-151,418,NA
3300008253==Ga0105349_100119646,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_100119646,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,92.86,1E-159,437,Methyloprofundus sedimenti WF1,224,92.86,2E-159,437,NA
3300008253==Ga0105349_1000050921,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1B Hudson Canyon,Yes,Ga0105349_1000050921,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008253,NA,SAMN06265046,PRJNA365090,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,786.10,1236887,1703029,NA,1162,947,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,94.64,7E-161,441,Methyloprofundus sedimenti WF1,224,94.64,1E-160,441,NA
3300008224==Ga0105350_100368334,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1E Hudson Canyon,Yes,Ga0105350_100368334,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008224,NA,SAMN06266212,PRJNA365091,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,701.74,1021085,1426478,NA,1248,918,Molly C. Redmond,Methylomarinum vadi I-4,224,90.18,2E-150,414,Methylomarinum vadi I-4,224,90.18,4E-150,414,NA
3300008224==Ga0105350_100107969,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1E Hudson Canyon,Yes,Ga0105350_100107969,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008224,NA,SAMN06266212,PRJNA365091,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,701.74,1021085,1426478,NA,1248,918,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,90.62,4E-155,426,Methyloprofundus sedimenti WF1,224,90.62,8E-155,426,NA
3300008224==Ga0105350_100741354,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1E Hudson Canyon,Yes,Ga0105350_100741354,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008224,NA,SAMN06266212,PRJNA365091,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,701.74,1021085,1426478,NA,1248,918,Molly C. Redmond,Methylomarinum vadi I-4,225,90.67,1E-151,417,Methylomarinum vadi I-4,225,90.67,2E-151,417,NA
3300008224==Ga0105350_100939731,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1E Hudson Canyon,Yes,Ga0105350_100939731,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008224,NA,SAMN06266212,PRJNA365091,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,701.74,1021085,1426478,NA,1248,918,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,93.75,6E-162,443,Methyloprofundus sedimenti WF1,224,93.75,1E-161,443,NA
3300008224==Ga0105350_1000119113,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN1E Hudson Canyon,Yes,Ga0105350_1000119113,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008224,NA,SAMN06266212,PRJNA365091,Hudson Canyon,USA,39.55,-72.4,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,701.74,1021085,1426478,NA,1248,918,Molly C. Redmond,Methyloprofundus sedimenti WF1,224,94.64,7E-161,441,Methyloprofundus sedimenti WF1,224,94.64,1E-160,441,NA
3300008254==Ga0105351_11818911,Methane-oxidizing microbial communities from mesocosms in the Hudson Canyon - EN4B Hudson Canyon,Yes,Ga0105351_11818911,IMG,Gene,Illumina HiSeq 2500-1TB,MEGAHIT v. MEGAHIT v1.0.3,MetaG,Bacteria,Proteobacteria,Gammaproteobacteria,Unclassified,Unclassified,Unclassified,3300008254,NA,SAMN06266213,PRJNA365092,Hudson Canyon,USA,39.54,-72.41,Aquatic,Oceanic,Marine,Natural Seep,Methane seep mesocosm,Enrichment,534.82,851496,1141914,NA,1544,1066,Molly C. Redmond,Methylomicrobium buryatense 5G,219,84.93,8E-140,387,OPU3_GD_OMZ,220,100,2E-163,448,NA
